STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,OECDA,OECD America,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,10.44869,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,OECDE,OECD Europe,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,1266487,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,OECDE,OECD Europe,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,24.83213,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AFG,Afghanistan,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,80990,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AFG,Afghanistan,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,12.4174,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DZA,Algeria,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,84709.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DZA,Algeria,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,3.556627,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ASM,American Samoa,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,31.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ASM,American Samoa,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,15.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AGO,Angola,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,49082,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AGO,Angola,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,3.936954,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ATG,Antigua and Barbuda,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,12.04545,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ATG,Antigua and Barbuda,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,53,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARG,Argentina,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,487910.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARG,Argentina,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,17.8285,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARM,Armenia,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,17.86425,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BLR,Belarus,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,28.18091,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BLR,Belarus,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,57194,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEN,Benin,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,41343.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEN,Benin,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,36.66522,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BOL,Bolivia,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,5.225941,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BOL,Bolivia,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,56856.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BWA,Botswana,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,0.461419,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BWA,Botswana,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,2615,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VGB,British Virgin Islands,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,30,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BRN,Brunei Darussalam,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,119,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BRN,Brunei Darussalam,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,2.258065,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BFA,Burkina Faso,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,84089,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BFA,Burkina Faso,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,30.73428,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BDI,Burundi,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,61.37928,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BDI,Burundi,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,15762.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CPV,Cabo Verde,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,18.57816,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CPV,Cabo Verde,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,748.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CMR,Cameroon,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,16.61681,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CMR,Cameroon,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,78549.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CAF,Central African Republic,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,4.205705,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CAF,Central African Republic,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,26200.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TCD,Chad,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,53374.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TCD,Chad,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,4.238763,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COM,Comoros,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,70.77915,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COM,Comoros,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,1317.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COK,Cook Islands,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,34.14,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COK,Cook Islands,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,14.225,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CIV,Côte d’Ivoire,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,40.32176,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CIV,Côte d’Ivoire,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,128223.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRK,Democratic People’s Republic of Korea,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,21.18479,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRK,Democratic People’s Republic of Korea,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,25508.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COD,Democratic Republic of the Congo,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,168339.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COD,Democratic Republic of the Congo,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,7.425478,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DJI,Djibouti,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,40.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DJI,Djibouti,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,0.172994,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DMA,Dominica,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,225,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DMA,Dominica,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,30,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DOM,Dominican Republic,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,11947.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DOM,Dominican Republic,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,24.78774,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,EGY,Egypt,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,4.050429,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,EGY,Egypt,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,40320,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GNQ,Equatorial Guinea,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,919.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GNQ,Equatorial Guinea,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,3.278075,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ERI,Eritrea,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,6913.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ERI,Eritrea,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,5.723178,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SWZ,Eswatini,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,11.31221,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SWZ,Eswatini,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,1945.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ETH,Ethiopia,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,16.72055,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PYF,French Polynesia,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,270.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PYF,French Polynesia,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,7.801786,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GMB,Gambia,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,5815.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GMB,Gambia,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,57.46838,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GEO,Georgia,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,4317.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GEO,Georgia,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,6.213412,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GLP,Guadeloupe,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,14.09321,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GLP,Guadeloupe,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,228.31,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GTM,Guatemala,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,28.54544,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GTM,Guatemala,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,30589.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GIN,Guinea,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,26.87075,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GIN,Guinea,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,66026.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GNB,Guinea-Bissau,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,23.06081,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GNB,Guinea-Bissau,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,6484.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GUY,Guyana,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,0.6028702,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GUY,Guyana,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,1272.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HND,Honduras,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,14.93279,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HND,Honduras,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,16708.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRQ,Iraq,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,54213.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRQ,Iraq,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,12.48787,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JAM,Jamaica,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,17.90397,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JAM,Jamaica,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,1939,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JOR,Jordan,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,2988,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JOR,Jordan,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,3.365092,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KAZ,Kazakhstan,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,11.2391,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KAZ,Kazakhstan,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,303422,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KEN,Kenya,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,12.46599,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KEN,Kenya,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,72412,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBN,Lebanon,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,2793,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBN,Lebanon,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,27.30205,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LSO,Lesotho,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,5030,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LSO,Lesotho,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,16.56785,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBR,Liberia,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,7.334095,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBR,Liberia,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,7064.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDG,Madagascar,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,6.222327,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDG,Madagascar,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,36201.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MWI,Malawi,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,42821.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MWI,Malawi,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,45.41992,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYS,Malaysia,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,80468.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYS,Malaysia,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,24.4921,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLI,Mali,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,6.316984,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLI,Mali,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,77079.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLT,Malta,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,27.76456,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MHL,Marshall Islands,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,39,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MHL,Marshall Islands,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,70.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MUS,Mauritius,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,37.33,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MUS,Mauritius,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,746.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYT,Mayotte,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,54.2347,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYT,Mayotte,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,198.64,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MAR,Morocco,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,19.87596,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MAR,Morocco,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,88706.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MOZ,Mozambique,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,10.70479,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MOZ,Mozambique,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,84180.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MMR,Myanmar,A,Annual,CROP,Cropland,KM2,Square kilometres,2021,,124922.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MMR,Myanmar,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,19.14023,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NPL,Nepal,A,Annual,CROP,Cropland,PT_LAR,Percentage of land area,2021,,13.79602,,A,Normal value,0,Units,1,One
